subject,predicate,object,source
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Dole,_Jura",seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Albert_Medal_(Royal_Society_of_Arts),seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Cameron_Prize_for_Therapeutics_of_the_University_of_Edinburgh,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Copley_Medal,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Leeuwenhoek_Medal,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Legion_of_Honour,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Order_of_the_Medjidie,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Rumford_Medal,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Anthrax_vaccine,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Chamberland_filter,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Chirality,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Cholera_vaccine,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Dextran,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Eye_dropper,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Fermentation_theory,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Galactose,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Germ_theory_of_disease,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Kinetic_resolution,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Koch–Pasteur_rivalry,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Liebig–Pasteur_dispute,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Pasteur_effect,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Pasteurization,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Rabies_vaccine,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Racemic_acid,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Spontaneous_generation,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Stereochemistry,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Swan_neck_flask,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Zymology,seed
http://dbpedia.org/resource/Louis_Pasteur,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Marie_Pasteur,seed
http://dbpedia.org/resource/Alexander_Fleming,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Ayrshire,seed
http://dbpedia.org/resource/Alexander_Fleming,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Darvel,seed
http://dbpedia.org/resource/Alexander_Fleming,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/resource/University_of_Westminster,seed
http://dbpedia.org/resource/Alexander_Fleming,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/resource/St_Mary's_Hospital_Medical_School,seed
http://dbpedia.org/resource/Alexander_Fleming,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Cameron_Prize_for_Therapeutics_of_the_University_of_Edinburgh,seed
http://dbpedia.org/resource/Alexander_Fleming,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,seed
http://dbpedia.org/resource/Alexander_Fleming,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Actonian_Prize,seed
http://dbpedia.org/resource/Alexander_Fleming,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Lysozyme,seed
http://dbpedia.org/resource/Alexander_Fleming,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Discovery_of_penicillin,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/San_Diego,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Weston_Favell,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Academy_of_Achievement,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Sir_Hans_Krebs_Medal,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Albert_Medal_(Royal_Society_of_Arts),seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Copley_Medal,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Order_of_Merit,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Royal_Medal,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Mendel_Medal_(genetics),seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Albert_Lasker_Award_for_Basic_Medical_Research,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Canada_Gairdner_International_Award,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/doctoralAdvisor,http://dbpedia.org/resource/Max_Perutz,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Consciousness,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Adaptor_hypothesis,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Base_pair,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Coiled_coil,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Messenger_RNA,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Reverse_learning,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Selfish_genetic_element,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Sequence_hypothesis,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Wobble_base_pair,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Central_dogma_of_molecular_biology,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Nucleic_acid_structure,seed
http://dbpedia.org/resource/Francis_Crick,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Odile_Crick,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Chicago,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Copley_Medal,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Lomonosov_Gold_Medal,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/John_J._Carty_Award_for_the_Advancement_of_Science,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Albert_Lasker_Award_for_Basic_Medical_Research,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/doctoralAdvisor,http://dbpedia.org/resource/Salvador_Luria,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/resource/David_Schlessinger,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/resource/H._Robert_Horvitz,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/resource/Joan_A._Steitz,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/resource/Mario_Capecchi,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/resource/Peter_Moore_(chemist),seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Molecular_biology,seed
http://dbpedia.org/resource/James_Watson,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Nucleic_acid_structure,seed
http://dbpedia.org/resource/Rosalind_Franklin,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Chelsea,_London",seed
http://dbpedia.org/resource/Rosalind_Franklin,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Notting_Hill,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Cambridge,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Gloucestershire,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Rendcomb,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/William_Bate_Hardy_Prize,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Copley_Medal,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Chemistry,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Royal_Medal,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Canada_Gairdner_International_Award,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Louisa_Gross_Horwitz_Prize,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/doctoralAdvisor,http://dbpedia.org/resource/Albert_Neuberger,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/resource/Elizabeth_Blackburn,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/resource/George_Brownlee,seed
http://dbpedia.org/resource/Frederick_Sanger,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/resource/Rodney_Porter,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Huntington,_New_York",seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Hartford,_Connecticut",seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/resource/Cornell_University,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/resource/Master_of_Science,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Thomas_Hunt_Morgan_Medal,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Member_of_the_National_Academy_of_Sciences,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/National_Medal_of_Science,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Wolf_Prize_in_Medicine,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Louisa_Gross_Horwitz_Prize,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Transposable_element,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Breakage-fusion-bridge_cycle,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Chromosomal_crossover,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/DNA_transposon,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Mobile_genetic_elements,seed
http://dbpedia.org/resource/Barbara_McClintock,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Transposase,seed
http://dbpedia.org/resource/Lynn_Margulis,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Amherst,_Massachusetts",seed
http://dbpedia.org/resource/Lynn_Margulis,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Chicago,seed
http://dbpedia.org/resource/Lynn_Margulis,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Illinois,seed
http://dbpedia.org/resource/Carl_Woese,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Urbana,_Illinois",seed
http://dbpedia.org/resource/Carl_Woese,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Syracuse,_New_York",seed
http://dbpedia.org/resource/Carl_Woese,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Selman_A._Waksman_Award_in_Microbiology,seed
http://dbpedia.org/resource/Carl_Woese,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Crafoord_Prize,seed
http://dbpedia.org/resource/Carl_Woese,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Leeuwenhoek_Medal,seed
http://dbpedia.org/resource/Carl_Woese,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/National_Medal_of_Science,seed
http://dbpedia.org/resource/Carl_Woese,http://dbpedia.org/ontology/doctoralAdvisor,http://dbpedia.org/resource/Ernest_C._Pollard,seed
http://dbpedia.org/resource/Carl_Woese,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Archaea,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Baden-Baden,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/German_Empire,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Grand_Duchy_of_Baden,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/German_Confederation,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Kingdom_of_Hanover,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Clausthal-Zellerfeld,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Fellow_of_the_Royal_Society,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/List_of_recipients_of_the_Pour_le_Mérite_for_Sciences_and_Arts,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/doctoralAdvisor,http://dbpedia.org/resource/Georg_Meissner,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Germ_theory_of_disease,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Koch–Pasteur_rivalry,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Koch's_postulates,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Vibrio_cholerae,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Tuberculin,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Bacillus_anthracis,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Medical_microbiology,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Microbiological_culture,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Mycobacterium_tuberculosis,seed
http://dbpedia.org/resource/Robert_Koch,http://dbpedia.org/ontology/nationality,http://dbpedia.org/resource/Germany,seed
http://dbpedia.org/resource/Joseph_Lister,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Walmer,seed
http://dbpedia.org/resource/Joseph_Lister,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Upton_House,_Newham",seed
http://dbpedia.org/resource/Joseph_Lister,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Agnes_Syme_Lister,seed
http://dbpedia.org/resource/Edward_Jenner,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Berkeley,_Gloucestershire",seed
http://dbpedia.org/resource/Edward_Jenner,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Berkeley,_Gloucestershire",seed
http://dbpedia.org/resource/Edward_Jenner,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/resource/University_of_St_Andrews,seed
http://dbpedia.org/resource/Edward_Jenner,http://dbpedia.org/ontology/almaMater,"http://dbpedia.org/resource/St_George's,_University_of_London",seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Bad_Homburg,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/German_Empire,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Kingdom_of_Prussia,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Strzelin,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Cameron_Prize_for_Therapeutics_of_the_University_of_Edinburgh,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Immunology,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Chemotherapy,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Basophil,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Ehrlich's_reagent,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Magic_bullet_(medicine),seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Mast_cell,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Receptor_theory,seed
http://dbpedia.org/resource/Paul_Ehrlich,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Side-chain_theory,seed
http://dbpedia.org/resource/Christiaan_Barnard,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Paphos,seed
http://dbpedia.org/resource/Christiaan_Barnard,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Beaufort_West,seed
http://dbpedia.org/resource/Christiaan_Barnard,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Cape_Province,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Hobart,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Tasmania,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/ASCB_Public_Service_Award,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Harvey_Prize,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/L'Oréal-UNESCO_For_Women_in_Science_Awards,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/American_Institute_of_Chemists_Gold_Medal,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Australia_Prize,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Dickson_Prize,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Heineken_Prizes,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Meyenburg_Prize,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/NAS_Award_in_Molecular_Biology,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Albert_Lasker_Award_for_Basic_Medical_Research,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Louisa_Gross_Horwitz_Prize,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/doctoralAdvisor,http://dbpedia.org/resource/Frederick_Sanger,seed
http://dbpedia.org/resource/Elizabeth_Blackburn,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/resource/Carol_W._Greider,seed
http://dbpedia.org/resource/Craig_Venter,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Salt_Lake_City,seed
http://dbpedia.org/resource/Craig_Venter,http://dbpedia.org/ontology/almaMater,"http://dbpedia.org/resource/University_of_California,_San_Diego",seed
http://dbpedia.org/resource/Craig_Venter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Leeuwenhoek_Medal,seed
http://dbpedia.org/resource/Craig_Venter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/National_Medal_of_Science,seed
http://dbpedia.org/resource/Craig_Venter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Dickson_Prize,seed
http://dbpedia.org/resource/Craig_Venter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/ENI_award,seed
http://dbpedia.org/resource/Craig_Venter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Kistler_Prize,seed
http://dbpedia.org/resource/Craig_Venter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Canada_Gairdner_International_Award,seed
http://dbpedia.org/resource/Craig_Venter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nierenberg_Prize,seed
http://dbpedia.org/resource/Craig_Venter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Edogawa_NICHE_Prize,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Washington,_D.C.",seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Chemistry,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Japan_Prize,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Princess_of_Asturias_Awards,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Wolf_Prize,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Alan_T._Waterman_Award,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/List_of_awards_and_honors_received_by_Jennifer_Doudna,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nanoscience,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Tang_Prize,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Breakthrough_Prize_in_Life_Sciences,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Kavli_Prize,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/doctoralAdvisor,http://dbpedia.org/resource/Jack_W._Szostak,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/resource/Janice_Chen,seed
http://dbpedia.org/resource/Jennifer_Doudna,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/resource/Lei_Stanley_Qi,seed
