s,s_type,p,p_type,o,o_type
http://dbpedia.org/resource/Charles_F._Stevens,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chicago,uri
http://dbpedia.org/resource/Charles_F._Stevens,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chicago,uri
http://dbpedia.org/resource/Charles_H._Henry,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chicago,uri
http://dbpedia.org/resource/Charles_H._Henry,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Illinois,uri
http://dbpedia.org/resource/Charles_H._Henry,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chicago,uri
http://dbpedia.org/resource/Charles_H._Henry,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Illinois,uri
http://dbpedia.org/resource/Charles_H._Henry,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chicago,uri
http://dbpedia.org/resource/Charles_H._Henry,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Illinois,uri
http://dbpedia.org/resource/Charles_Loewner,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lány_(Kladno_District),uri
http://dbpedia.org/resource/Charles_Loewner,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Bohemia,uri
http://dbpedia.org/resource/Charles_Loewner,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lány_(Kladno_District),uri
http://dbpedia.org/resource/Charles_Loewner,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Bohemia,uri
http://dbpedia.org/resource/Charles_Loewner,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lány_(Kladno_District),uri
http://dbpedia.org/resource/Charles_Loewner,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Bohemia,uri
http://dbpedia.org/resource/Charlotte_Auerbach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Germany,uri
http://dbpedia.org/resource/Charlotte_Auerbach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Krefeld,uri
http://dbpedia.org/resource/Charlotte_Auerbach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Germany,uri
http://dbpedia.org/resource/Charlotte_Auerbach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Krefeld,uri
http://dbpedia.org/resource/Charlotte_Auerbach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Germany,uri
http://dbpedia.org/resource/Charlotte_Auerbach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Krefeld,uri
http://dbpedia.org/resource/Chia-Kun_Chu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Shanghai,uri
http://dbpedia.org/resource/Chia-Kun_Chu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Shanghai,uri
http://dbpedia.org/resource/Chia-Kun_Chu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Shanghai,uri
http://dbpedia.org/resource/Christian_Gottfried_Daniel_Nees_von_Esenbeck,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Reichelsheim_(Odenwald),uri
http://dbpedia.org/resource/Christian_Gottfried_Daniel_Nees_von_Esenbeck,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hesse,uri
http://dbpedia.org/resource/Christian_Gottfried_Daniel_Nees_von_Esenbeck,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Reichelsheim_(Odenwald),uri
http://dbpedia.org/resource/Christian_Gottfried_Daniel_Nees_von_Esenbeck,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hesse,uri
http://dbpedia.org/resource/Christian_Gottfried_Ehrenberg,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Delitzsch,uri
http://dbpedia.org/resource/Christian_Gottfried_Ehrenberg,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Delitzsch,uri
http://dbpedia.org/resource/Christian_Gottfried_Ehrenberg,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Delitzsch,uri
http://dbpedia.org/resource/Christian_Otto_Mohr,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Duchy_of_Holstein,uri
http://dbpedia.org/resource/Christian_Otto_Mohr,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Wesselburen,uri
http://dbpedia.org/resource/Christian_Otto_Mohr,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Duchy_of_Holstein,uri
http://dbpedia.org/resource/Christian_Otto_Mohr,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Wesselburen,uri
http://dbpedia.org/resource/Christian_Otto_Mohr,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Duchy_of_Holstein,uri
http://dbpedia.org/resource/Christian_Otto_Mohr,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Wesselburen,uri
http://dbpedia.org/resource/Christian_Rudolph_Wilhelm_Wiedemann,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Braunschweig,uri
http://dbpedia.org/resource/Christian_Rudolph_Wilhelm_Wiedemann,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Principality_of_Brunswick-Wolfenbüttel,uri
http://dbpedia.org/resource/Christian_Rudolph_Wilhelm_Wiedemann,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Braunschweig,uri
http://dbpedia.org/resource/Christian_Rudolph_Wilhelm_Wiedemann,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Principality_of_Brunswick-Wolfenbüttel,uri
http://dbpedia.org/resource/Christian_Rudolph_Wilhelm_Wiedemann,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Braunschweig,uri
http://dbpedia.org/resource/Christian_Rudolph_Wilhelm_Wiedemann,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Principality_of_Brunswick-Wolfenbüttel,uri
http://dbpedia.org/resource/Christiane_Nüsslein-Volhard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Magdeburg,uri
http://dbpedia.org/resource/Christiane_Nüsslein-Volhard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Magdeburg,uri
http://dbpedia.org/resource/Christiane_Nüsslein-Volhard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Magdeburg,uri
http://dbpedia.org/resource/Christoph_Jacob_Trew,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lauf_an_der_Pegnitz,uri
http://dbpedia.org/resource/Christoph_Jacob_Trew,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lauf_an_der_Pegnitz,uri
http://dbpedia.org/resource/Christoph_Jacob_Trew,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lauf_an_der_Pegnitz,uri
http://dbpedia.org/resource/Christopher_Clavius,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bavaria,uri
http://dbpedia.org/resource/Christopher_Clavius,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bamberg,uri
http://dbpedia.org/resource/Christopher_Clavius,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Holy_Roman_Empire,uri
http://dbpedia.org/resource/Christopher_Clavius,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bavaria,uri
http://dbpedia.org/resource/Christopher_Clavius,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bamberg,uri
http://dbpedia.org/resource/Christopher_Clavius,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Holy_Roman_Empire,uri
http://dbpedia.org/resource/Christopher_Clavius,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bavaria,uri
http://dbpedia.org/resource/Christopher_Clavius,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bamberg,uri
http://dbpedia.org/resource/Christopher_Clavius,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Holy_Roman_Empire,uri
http://dbpedia.org/resource/Claude_Cohen-Tannoudji,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/French_Algeria,uri
http://dbpedia.org/resource/Claude_Cohen-Tannoudji,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Constantine,_Algeria",uri
http://dbpedia.org/resource/Claude_Cohen-Tannoudji,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/French_Algeria,uri
http://dbpedia.org/resource/Claude_Cohen-Tannoudji,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Constantine,_Algeria",uri
http://dbpedia.org/resource/Claude_Cohen-Tannoudji,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/French_Algeria,uri
http://dbpedia.org/resource/Claude_Cohen-Tannoudji,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Constantine,_Algeria",uri
http://dbpedia.org/resource/Claus_Roxin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hamburg,uri
http://dbpedia.org/resource/Claus_Roxin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Weimar_Republic,uri
http://dbpedia.org/resource/Claus_Roxin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hamburg,uri
http://dbpedia.org/resource/Claus_Roxin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Weimar_Republic,uri
http://dbpedia.org/resource/Claus_Roxin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hamburg,uri
http://dbpedia.org/resource/Claus_Roxin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Weimar_Republic,uri
http://dbpedia.org/resource/Clemens_Winkler,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Saxony,uri
http://dbpedia.org/resource/Clemens_Winkler,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Freiberg,uri
http://dbpedia.org/resource/Clemens_Winkler,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Saxony,uri
http://dbpedia.org/resource/Clemens_Winkler,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Freiberg,uri
http://dbpedia.org/resource/Clemens_Winkler,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Saxony,uri
http://dbpedia.org/resource/Clemens_Winkler,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Freiberg,uri
http://dbpedia.org/resource/Clemens_von_Pirquet,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Vienna,uri
http://dbpedia.org/resource/Clemens_von_Pirquet,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Vienna,uri
http://dbpedia.org/resource/Clemens_von_Pirquet,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Vienna,uri
http://dbpedia.org/resource/Costin_Nenițescu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bucharest,uri
http://dbpedia.org/resource/Costin_Nenițescu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Romania,uri
http://dbpedia.org/resource/Costin_Nenițescu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bucharest,uri
http://dbpedia.org/resource/Costin_Nenițescu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Romania,uri
http://dbpedia.org/resource/Daniel_Matthias_Heinrich_Mohr,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Duchy_of_Holstein,uri
http://dbpedia.org/resource/Daniel_Matthias_Heinrich_Mohr,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Quickborn,uri
http://dbpedia.org/resource/Daniel_Matthias_Heinrich_Mohr,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Duchy_of_Holstein,uri
http://dbpedia.org/resource/Daniel_Matthias_Heinrich_Mohr,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Quickborn,uri
http://dbpedia.org/resource/Daniel_Sennert,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Wrocław,uri
http://dbpedia.org/resource/Daniel_Sennert,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Habsburg_monarchy,uri
http://dbpedia.org/resource/Daniel_Sennert,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Wrocław,uri
http://dbpedia.org/resource/Daniel_Sennert,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Habsburg_monarchy,uri
http://dbpedia.org/resource/Daniel_Sennert,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Wrocław,uri
http://dbpedia.org/resource/Daniel_Sennert,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Habsburg_monarchy,uri
http://dbpedia.org/resource/David_Katz_(psychologist)__David_Katz__1,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/German_Empire,uri
http://dbpedia.org/resource/David_Katz_(psychologist)__David_Katz__1,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kassel,uri
http://dbpedia.org/resource/David_Katz_(psychologist)__David_Katz__1,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/German_Empire,uri
http://dbpedia.org/resource/David_Katz_(psychologist)__David_Katz__1,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kassel,uri
http://dbpedia.org/resource/David_Katz_(psychologist)__David_Katz__1,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/German_Empire,uri
http://dbpedia.org/resource/David_Katz_(psychologist)__David_Katz__1,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kassel,uri
http://dbpedia.org/resource/Dieter_Lüst,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chicago,uri
http://dbpedia.org/resource/Dieter_Lüst,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chicago,uri
http://dbpedia.org/resource/Dietrich_Brandis,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bonn,uri
http://dbpedia.org/resource/Dietrich_Brandis,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bonn,uri
http://dbpedia.org/resource/Dietrich_Brandis,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bonn,uri
http://dbpedia.org/resource/Dimitrie_Pompeiu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Romania,uri
http://dbpedia.org/resource/Dimitrie_Pompeiu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Broscăuți,uri
http://dbpedia.org/resource/Dimitrie_Pompeiu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Romania,uri
http://dbpedia.org/resource/Dimitrie_Pompeiu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Broscăuți,uri
http://dbpedia.org/resource/Dimitrie_Pompeiu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Romania,uri
http://dbpedia.org/resource/Dimitrie_Pompeiu,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Broscăuți,uri
http://dbpedia.org/resource/Dorwin_Cartwright,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Des_Moines,_Iowa",uri
http://dbpedia.org/resource/Dorwin_Cartwright,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Des_Moines,_Iowa",uri
http://dbpedia.org/resource/Dorwin_Cartwright,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Des_Moines,_Iowa",uri
http://dbpedia.org/resource/E._V._Gordon,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Salmon_Arm,uri
http://dbpedia.org/resource/E._V._Gordon,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Salmon_Arm,uri
http://dbpedia.org/resource/E._V._Gordon,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Salmon_Arm,uri
http://dbpedia.org/resource/Eberhard_Jäckel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Wesermünde,uri
http://dbpedia.org/resource/Eberhard_Jäckel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Free_State_of_Prussia,uri
http://dbpedia.org/resource/Eberhard_Jäckel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Province_of_Hanover,uri
http://dbpedia.org/resource/Eberhard_Jäckel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Wesermünde,uri
http://dbpedia.org/resource/Eberhard_Jäckel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Free_State_of_Prussia,uri
http://dbpedia.org/resource/Eberhard_Jäckel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Province_of_Hanover,uri
http://dbpedia.org/resource/Eberhard_Jäckel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Wesermünde,uri
http://dbpedia.org/resource/Eberhard_Jäckel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Free_State_of_Prussia,uri
http://dbpedia.org/resource/Eberhard_Jäckel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Province_of_Hanover,uri
http://dbpedia.org/resource/Eckart_Viehweg,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Zwickau,uri
http://dbpedia.org/resource/Eckart_Viehweg,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Soviet_occupation_zone_in_Germany,uri
http://dbpedia.org/resource/Eckart_Viehweg,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Zwickau,uri
http://dbpedia.org/resource/Eckart_Viehweg,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Soviet_occupation_zone_in_Germany,uri
http://dbpedia.org/resource/Eckart_Viehweg,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Zwickau,uri
http://dbpedia.org/resource/Eckart_Viehweg,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Soviet_occupation_zone_in_Germany,uri
http://dbpedia.org/resource/Edmund_Reitter,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Mohelnice,uri
http://dbpedia.org/resource/Edmund_Reitter,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Moravia,uri
http://dbpedia.org/resource/Edmund_Reitter,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Mohelnice,uri
http://dbpedia.org/resource/Edmund_Reitter,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Moravia,uri
http://dbpedia.org/resource/Edmund_Reitter,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Mohelnice,uri
http://dbpedia.org/resource/Edmund_Reitter,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Moravia,uri
http://dbpedia.org/resource/Edmund_Weiss,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Jeseník,uri
http://dbpedia.org/resource/Edmund_Weiss,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austria-Hungary,uri
http://dbpedia.org/resource/Edmund_Weiss,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austrian_Silesia,uri
http://dbpedia.org/resource/Edmund_Weiss,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Jeseník,uri
http://dbpedia.org/resource/Edmund_Weiss,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austria-Hungary,uri
http://dbpedia.org/resource/Edmund_Weiss,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austrian_Silesia,uri
http://dbpedia.org/resource/Edmund_Weiss,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Jeseník,uri
http://dbpedia.org/resource/Edmund_Weiss,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austria-Hungary,uri
http://dbpedia.org/resource/Edmund_Weiss,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austrian_Silesia,uri
http://dbpedia.org/resource/Eduard_Friedrich_Eversmann,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Westphalia,uri
http://dbpedia.org/resource/Eduard_Friedrich_Eversmann,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Westphalia,uri
http://dbpedia.org/resource/Eduard_Helly,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Vienna,uri
http://dbpedia.org/resource/Eduard_Helly,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austrian_Empire,uri
http://dbpedia.org/resource/Eduard_Helly,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Vienna,uri
http://dbpedia.org/resource/Eduard_Helly,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austrian_Empire,uri
http://dbpedia.org/resource/Eduard_Helly,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Vienna,uri
http://dbpedia.org/resource/Eduard_Helly,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austrian_Empire,uri
http://dbpedia.org/resource/Eduard_Riecke,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Stuttgart,uri
http://dbpedia.org/resource/Eduard_Riecke,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Württemberg,uri
http://dbpedia.org/resource/Eduard_Riecke,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Stuttgart,uri
http://dbpedia.org/resource/Eduard_Riecke,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Württemberg,uri
http://dbpedia.org/resource/Eduard_Riecke,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Stuttgart,uri
http://dbpedia.org/resource/Eduard_Riecke,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Württemberg,uri
http://dbpedia.org/resource/Eduard_Stiefel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Zurich,uri
http://dbpedia.org/resource/Eduard_Stiefel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Zurich,uri
http://dbpedia.org/resource/Eduard_Stiefel,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Zurich,uri
http://dbpedia.org/resource/Eduard_Zehnder,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Aargau,uri
http://dbpedia.org/resource/Eduard_Zehnder,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Leuggern,uri
http://dbpedia.org/resource/Eduard_Zehnder,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Aargau,uri
http://dbpedia.org/resource/Eduard_Zehnder,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Leuggern,uri
http://dbpedia.org/resource/Eduard_Zehnder,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Aargau,uri
http://dbpedia.org/resource/Eduard_Zehnder,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Leuggern,uri
http://dbpedia.org/resource/Eduard_Zintl,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Weiden_in_der_Oberpfalz,uri
http://dbpedia.org/resource/Eduard_Zintl,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Weiden_in_der_Oberpfalz,uri
http://dbpedia.org/resource/Eduard_Zintl,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Weiden_in_der_Oberpfalz,uri
http://dbpedia.org/resource/Eduard_von_Rindfleisch,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Anhalt-Köthen,uri
http://dbpedia.org/resource/Eduard_von_Rindfleisch,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Köthen,uri
http://dbpedia.org/resource/Eduard_von_Rindfleisch,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Anhalt-Köthen,uri
http://dbpedia.org/resource/Eduard_von_Rindfleisch,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Köthen,uri
http://dbpedia.org/resource/Eduard_von_Rindfleisch,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Anhalt-Köthen,uri
http://dbpedia.org/resource/Eduard_von_Rindfleisch,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Köthen,uri
http://dbpedia.org/resource/Edward_B._Titchener,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chichester,uri
http://dbpedia.org/resource/Edward_B._Titchener,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chichester,uri
http://dbpedia.org/resource/Edward_B._Titchener,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chichester,uri
http://dbpedia.org/resource/Edward_M._De_Robertis,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Cambridge,_Massachusetts",uri
http://dbpedia.org/resource/Edward_M._De_Robertis,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Cambridge,_Massachusetts",uri
http://dbpedia.org/resource/Edward_M._De_Robertis,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Cambridge,_Massachusetts",uri
